Name,BACL,BBYS,BCAL,BCIN,BCON,BDEW,BELL,BGAL,BGLO,BHYA,BNAR,BPAE,BPOR,BSIN,BSQU,BTUL,SCEP
OG0001370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OG0001371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OG0001372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OG0001373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OG0001374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OG0001394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001397,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001410,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OG0001416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG0001448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001452,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG0001458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
